City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,isafjordur,66.0755,-23.124,-0.81,72,34,3.02,IS,1682118377
296,hailar,49.2,119.7,-1.37,28,0,5.06,CN,1682118377
297,grand gaube,-20.0064,57.6608,26.22,76,6,1.79,MU,1682118378
298,tyukalinsk,55.8732,72.1967,2.53,66,81,3.79,RU,1682118378
299,uturoa,-16.7333,-151.4333,28.13,79,81,7.75,PF,1682118378
300,la'ie,21.6477,-157.9253,29.66,86,5,3.73,US,1682118379
301,ad dabbah,18.05,30.95,28.56,15,0,4.57,SD,1682118379
302,kailua-kona,19.6406,-155.9956,28.98,84,40,4.63,US,1682118277
303,halabjah,35.1778,45.9861,15.45,74,49,0.51,IQ,1682118379
304,chelm,51.1431,23.4716,9.31,69,94,2.05,PL,1682118379
305,iwanai,42.9744,140.5089,5.53,68,93,6.25,JP,1682118380
306,buka,40.8108,69.1986,12.88,36,8,1.11,UZ,1682118380
307,upper grand lagoon,30.1633,-85.7408,23.35,85,75,7.2,US,1682118380
308,castlegar,49.2998,-117.6689,11.66,62,93,1.47,CA,1682118380
309,krasnozerskoye,53.9828,79.2374,-0.84,57,6,2.59,RU,1682118381
310,bodo,67.28,14.405,6.02,94,100,11.83,NO,1682118381
311,cole harbour,44.6724,-63.4751,7.66,71,65,2.24,CA,1682118381
312,swift current,50.2834,-107.8014,-1.55,80,100,3.09,CA,1682118348
313,caleta de carquin,-11.0925,-77.6267,24.32,79,49,4.94,PE,1682118382
314,uberlandia,-18.9186,-48.2772,23.56,60,0,1.54,BR,1682118382
315,wamba,8.9333,8.6,25.05,68,100,0.34,NG,1682118382
316,haeju,38.0406,125.7147,13.29,24,92,3.4,KP,1682118383
317,nyurba,63.2842,118.3319,-7.68,91,100,2.56,RU,1682118383
318,burang,30.25,81.1667,-12.43,96,81,1.46,CN,1682118383
319,omerli,37.4022,40.9541,10.09,53,0,0.91,TR,1682118383
320,emerald,-23.5333,148.1667,21.3,59,0,8.25,AU,1682118290
321,camacupa,-12.0167,17.4833,16.59,95,100,2.06,AO,1682118384
322,zharkent,44.1628,80.0,6.98,37,99,1.36,KZ,1682118384
323,paracuru,-3.41,-39.0306,28.39,83,75,3.95,BR,1682118384
324,dombarovskiy,50.7587,59.5386,10.28,48,100,7.6,RU,1682118384
325,mukalla,14.5425,49.1242,27.22,71,95,2.57,YE,1682118385
326,saldanha,-33.0117,17.9442,12.03,61,100,1.92,ZA,1682118386
327,saint-pierre,-21.3393,55.4781,24.82,69,0,3.09,RE,1682118386
328,mo i rana,66.3128,14.1428,4.62,93,100,2.68,NO,1682118386
329,aksuat,48.7167,83.7,1.67,54,43,1.38,KZ,1682118386
330,yigo village,13.5361,144.8886,28.19,81,75,6.17,GU,1682118386
331,granada,37.25,-3.25,13.59,70,78,1.78,ES,1682118207
332,sihanoukville,10.6093,103.5296,25.97,94,20,2.06,KH,1682118387
333,reggane,26.7158,0.1714,28.07,15,15,4.56,DZ,1682118387
334,robbah,33.2797,6.9098,19.72,54,1,8.36,DZ,1682118388
335,brookings,44.3114,-96.7984,1.19,83,100,8.75,US,1682118207
336,smithers,54.7804,-127.1743,9.18,43,75,1.54,CA,1682118184
337,berezniki,59.4152,56.8124,3.37,87,100,1.1,RU,1682118389
338,susuman,62.7833,148.1667,-5.97,88,90,1.92,RU,1682118389
339,newman,37.3138,-121.0208,26.99,42,39,4.47,US,1682118389
340,natal,-5.795,-35.2094,27.12,69,20,4.63,BR,1682118272
341,turkmenbasy,40.0222,52.9552,14.43,72,100,2.06,TM,1682118390
342,lasem,-6.6922,111.4527,24.96,92,66,2.63,ID,1682118390
343,port-vila,-17.7338,168.3219,29.78,70,40,4.12,VU,1682118391
344,dapa,9.7594,126.0531,27.6,78,95,1.63,PH,1682118391
345,macapa,0.0389,-51.0664,27.99,89,20,2.06,BR,1682118311
346,gemena,3.25,19.7667,21.44,98,98,1.61,CD,1682118393
347,holualoa,19.6228,-155.9522,26.91,83,40,4.63,US,1682118390
348,nagqu,31.5,92.0,-3.55,83,100,1.22,CN,1682118393
349,sakhipur,24.3,90.1833,23.48,79,97,2.86,BD,1682118394
350,tabas,33.5959,56.9244,23.12,17,18,1.03,IR,1682118142
351,shulan,44.4167,126.95,4.16,24,10,1.97,CN,1682118394
352,novovarshavka,54.1721,74.6946,0.08,70,15,4.17,RU,1682118395
353,sotik post,-0.7813,35.3416,13.96,96,100,1.21,KE,1682118395
354,radomsko,51.0671,19.4448,8.9,66,44,2.18,PL,1682118395
355,chonchi,-42.6128,-73.8092,11.73,94,77,0.87,CL,1682118395
356,llanes,43.4198,-4.7549,12.85,94,100,2.08,ES,1682118396
357,castillos,-34.1667,-53.8333,16.34,82,78,4.55,UY,1682118396
358,sao jose dos pinhais,-25.5347,-49.2064,15.19,67,40,3.09,BR,1682118396
359,mariehamn,60.0973,19.9348,7.12,93,0,0.51,AX,1682118396
360,tapes,-30.6733,-51.3958,19.08,78,56,5.57,BR,1682118397
361,ras al khaimah city,25.7895,55.9432,17.12,63,0,2.06,AE,1682118397
362,chhor,25.5167,69.7667,25.42,47,0,4.22,PK,1682118397
363,namsos,64.4662,11.4957,7.03,100,13,0.51,NO,1682118398
364,tarawa,1.419,172.984,31.05,70,40,3.6,KI,1682118398
365,basco,20.4487,121.9702,25.73,78,52,5.24,PH,1682118398
366,zhangatas,43.5667,69.75,4.72,34,44,6.09,KZ,1682118399
367,xiva,41.3783,60.3639,10.99,18,42,5.68,UZ,1682118399
368,sarangani,5.4033,125.4636,28.45,73,62,5.1,PH,1682118399
369,sandnessjoen,66.0217,12.6316,6.29,95,100,0.89,NO,1682118195
370,humahuaca,-23.2054,-65.3505,17.37,25,1,0.92,AR,1682118399
371,talavera de la reina,39.9635,-4.8308,12.86,84,100,4.05,ES,1682118400
372,patong,7.8961,98.2966,27.08,82,83,3.99,TH,1682118400
373,borgarnes,64.5383,-21.9206,6.03,76,27,4.66,IS,1682118400
374,jijiga,9.35,42.8,19.45,73,88,2.1,ET,1682118400
375,akureyri,65.6835,-18.0878,0.96,69,75,4.63,IS,1682118400
376,ribeirao das neves,-19.7669,-44.0867,19.88,67,40,6.69,BR,1682118400
377,soio,-6.1349,12.3689,25.44,86,93,2.72,AO,1682118266
378,cockburn town,21.4612,-71.1419,25.62,69,62,4.91,TC,1682118401
379,ordynskoye,54.3656,81.8994,-0.18,61,15,2.21,RU,1682118401
380,huaidian,33.4333,115.0333,10.86,34,100,6.09,CN,1682118401
381,san luis de la loma,17.2706,-100.8939,28.84,59,15,4.82,MX,1682118401
382,arraial do cabo,-22.9661,-42.0278,22.57,70,1,1.52,BR,1682118401
383,sao gabriel da cachoeira,-0.1303,-67.0892,23.22,99,100,1.64,BR,1682118402
384,nabire,-3.3667,135.4833,26.07,85,100,1.01,ID,1682118402
385,red oak,32.5176,-96.8044,24.53,28,0,2.57,US,1682118200
386,darovskoy,58.77,47.9564,2.52,90,7,2.12,RU,1682118402
387,tuni,17.35,82.55,25.61,81,21,0.54,IN,1682118402
388,jayapura,-2.5333,140.7,23.66,85,99,0.39,ID,1682118402
389,cheremukhovo,60.3484,59.9851,1.8,84,100,0.62,RU,1682118402
390,laguna,38.421,-121.4238,28.41,30,0,7.2,US,1682118402
391,russkaya polyana,49.417,31.9201,6.93,90,100,2.58,UA,1682118403
392,keflavik,64.0049,-22.5624,4.24,81,75,6.69,IS,1682118403
393,belmonte,-15.8631,-38.8828,24.25,90,95,2.91,BR,1682118403
394,tamanrasset,22.785,5.5228,19.95,13,82,3.09,DZ,1682118403
395,korla,41.7597,86.1469,11.57,32,100,2.15,CN,1682118403
396,hanzhong,33.0728,107.0303,9.5,95,100,2.24,CN,1682118403
397,gizo,-8.103,156.8419,28.59,74,55,2.96,SB,1682118404
398,polonnaruwa,7.9333,81.0,23.83,92,50,1.16,LK,1682118141
399,bay roberts,47.5999,-53.2648,2.51,91,98,3.58,CA,1682118404
400,aqsay,51.1678,52.995,10.43,76,100,8.13,KZ,1682118404
401,comodoro rivadavia,-45.8667,-67.5,9.92,53,0,2.57,AR,1682118106
402,greymouth,-42.4667,171.2,16.51,89,35,2.49,NZ,1682118404
403,upington,-28.4478,21.2561,12.9,24,24,2.47,ZA,1682118404
404,paulinia,-22.7611,-47.1542,18.52,72,0,4.93,BR,1682118405
405,bakchar,57.0186,82.0711,-2.33,77,15,2.27,RU,1682118405
406,gereshk,31.8209,64.5701,19.58,10,0,1.62,AF,1682118266
407,nar'yan-mar,67.6713,53.087,-4.83,95,100,3.46,RU,1682118405
408,dalianwan,39.0286,121.695,11.02,43,0,4.0,CN,1682118405
409,dunedin,-45.8742,170.5036,16.15,55,69,1.28,NZ,1682118406
410,tanjung pandan,-2.75,107.65,25.17,91,73,2.01,ID,1682118406
411,ancud,-41.8697,-73.8203,11.07,85,5,1.75,CL,1682118406
412,suntar,62.1444,117.6319,-6.26,85,98,1.33,RU,1682118406
413,campobello di mazara,37.6358,12.7443,14.36,85,4,3.42,IT,1682118406
414,akrehamn,59.2667,5.1833,8.56,87,7,3.09,NO,1682118406
415,floro,61.5996,5.0328,8.04,93,4,2.57,NO,1682118406
416,cajabamba,-7.6167,-78.05,13.01,85,100,0.97,PE,1682118406
417,birjand,32.8663,59.2211,17.06,19,2,3.5,IR,1682118407
418,urangan,-25.3,152.9,22.79,75,94,9.62,AU,1682118215
419,saipan,15.1355,145.701,28.39,100,100,6.17,MP,1682118407
420,sao vicente,-23.9631,-46.3919,23.32,26,7,0.45,BR,1682118407
421,kidal,18.4411,1.4078,29.59,12,12,5.06,ML,1682118407
422,shizuishan,39.2333,106.7694,5.71,72,87,2.63,CN,1682118407
423,harstad,68.799,16.5293,-0.34,98,100,8.49,NO,1682118407
424,praia da vitoria,38.7333,-27.0667,16.25,88,56,8.31,PT,1682118408
425,keyser,39.4409,-78.9739,26.86,58,99,1.91,US,1682118408
426,svetlyy,54.675,20.1347,3.03,68,68,2.01,RU,1682118408
427,mussoorie,30.45,78.0833,8.97,55,47,3.51,IN,1682118408
428,zaragoza,41.6561,-0.8773,18.9,55,0,3.6,ES,1682118201
429,alofi,-19.0595,-169.9187,25.74,64,4,6.12,NU,1682118408
430,acajutla,13.5928,-89.8275,29.27,70,66,5.03,SV,1682118408
431,torghay,49.6339,63.4981,9.33,50,96,3.96,KZ,1682118409
432,tuburan,6.6439,122.2736,27.88,74,97,1.26,PH,1682118409
433,mawu,29.5923,107.3139,19.49,90,100,1.64,CN,1682118409
434,howard springs,-12.497,131.047,25.49,83,5,3.87,AU,1682118409
435,nuku'alofa,-21.1333,-175.2,27.19,74,40,4.12,TO,1682118409
436,fale old settlement,-9.3852,-171.2468,28.98,74,14,5.74,TK,1682118409
437,hoemul-li,41.4339,129.67,7.92,33,100,1.19,KP,1682118410
438,aizawl,23.7333,92.7167,14.9,92,100,1.38,IN,1682118410
439,palu,-0.8917,119.8707,25.77,91,72,1.07,ID,1682118410
440,keetmanshoop,-26.5833,18.1333,18.37,33,16,3.02,NA,1682118410
441,silver springs,29.1044,-82.0206,30.1,47,36,3.58,US,1682118411
442,prainha,-1.8,-53.48,24.86,90,95,1.59,BR,1682118411
443,malango,-2.9627,119.9001,20.77,96,89,0.46,ID,1682118411
444,long,18.0761,99.8326,25.88,67,2,0.49,TH,1682118411
445,hotan,37.0997,79.9269,9.42,55,100,1.19,CN,1682118209
446,whitby,54.4877,-0.615,8.51,91,100,5.74,GB,1682118029
447,hengchun,22.0042,120.7439,24.49,80,82,5.04,TW,1682118412
448,lorengau,-2.0226,147.2712,29.03,71,68,2.21,PG,1682118412
449,narimanov,46.6927,47.8498,8.95,77,58,4.88,RU,1682118412
450,sangkhla buri,15.1555,98.4536,21.87,98,31,0.73,TH,1682118412
451,javea,38.7833,0.1667,18.09,73,69,0.89,ES,1682118412
452,acipayam,37.4239,29.3494,9.31,71,65,1.48,TR,1682118412
453,san antonio de pale,-1.4014,5.6325,28.21,70,100,2.97,GQ,1682118413
454,ephraim,39.3597,-111.5863,11.56,44,99,8.38,US,1682118413
455,ruzomberok,49.0748,19.3075,4.44,81,66,0.7,SK,1682118413
456,palmer,42.1584,-72.3287,18.79,35,20,6.69,US,1682118399
457,aripuana,-9.1667,-60.6333,23.96,97,99,0.34,BR,1682118413
458,huarmey,-10.0681,-78.1522,25.34,78,54,3.84,PE,1682118413
459,san clemente,33.427,-117.612,33.48,48,2,2.24,US,1682118318
460,hargeysa,9.56,44.065,23.69,65,79,1.68,SO,1682118413
461,flekkefjord,58.2971,6.6607,9.41,72,3,1.79,NO,1682118414
462,aden,12.7794,45.0367,27.95,78,82,7.93,YE,1682118414
463,tippi,7.2,35.45,19.52,94,97,1.85,ET,1682118415
464,faridpur,23.6,89.8333,24.66,80,87,2.85,BD,1682118415
465,serdar,38.9764,56.2757,21.37,16,71,2.94,TM,1682118418
466,rongelap,11.1635,166.8941,27.05,76,93,8.28,MH,1682118418
467,brassall,-27.5975,152.7475,24.17,66,0,5.66,AU,1682118418
468,tutayev,57.8853,39.5406,4.26,89,36,1.81,RU,1682118418
469,el calafate,-50.3408,-72.2768,5.6,61,76,3.81,AR,1682118418
470,geraldton,-28.7667,114.6,12.23,66,100,3.6,AU,1682118368
471,beacon square,28.2086,-82.7554,28.46,72,4,1.79,US,1682118418
472,kirovsk,48.6375,38.6428,6.16,92,94,1.59,UA,1682118419
473,madang,-5.2246,145.7966,26.7,88,77,3.74,PG,1682118419
474,bochum,51.4833,7.2167,12.21,89,69,0.45,DE,1682118419
475,douentza,14.9951,-2.9517,31.7,14,83,5.18,ML,1682118419
476,papao,-17.75,-149.55,30.82,85,69,9.93,PF,1682118419
477,chibougamau,49.9168,-74.3659,2.79,60,100,6.17,CA,1682118419
478,orsova,44.7253,22.3961,9.44,89,31,1.82,RO,1682118419
479,ulladulla,-35.35,150.4667,18.18,62,16,0.86,AU,1682118419
480,hoyo de manzanares,40.6223,-3.9087,16.39,63,100,1.81,ES,1682118420
481,severo-yeniseyskiy,60.3725,93.0408,-14.53,100,88,1.56,RU,1682118420
482,acarau,-2.8856,-40.12,25.62,85,38,4.92,BR,1682118420
483,smara,26.7384,-11.6719,17.28,61,0,5.27,EH,1682118420
484,brumado,-14.2036,-41.6653,22.03,91,69,2.71,BR,1682118420
485,zhigalovo,54.8097,105.1578,-4.86,76,100,0.95,RU,1682118420
486,kuloy,61.0305,42.4925,4.17,95,100,0.88,RU,1682118420
487,saint-pol-de-leon,48.6833,-3.9833,10.37,75,99,4.26,FR,1682118421
488,paredon,16.0333,-93.8667,30.3,65,96,4.14,MX,1682118421
489,myitkyina,25.3833,97.4,21.52,63,99,0.76,MM,1682118421
490,pizarro,4.9533,-77.366,26.46,82,78,2.35,CO,1682118422
491,grand island,40.925,-98.342,9.78,38,0,8.75,US,1682118422
492,martapura,-3.4167,114.85,24.35,92,53,0.75,ID,1682118422
493,tadine,-21.55,167.8833,26.83,71,11,3.52,NC,1682118422
494,fada,9.5667,8.3,21.78,77,100,1.52,NG,1682118423
495,moanda,-1.5575,13.2178,22.69,85,100,1.24,GA,1682118423
496,aswan,24.0934,32.907,23.86,12,32,4.28,EG,1682118423
497,noosa heads,-26.3833,153.15,21.73,74,94,9.79,AU,1682118424
498,moose jaw,50.4001,-105.5344,1.15,64,100,5.14,CA,1682118386
499,damara,4.9608,18.7035,23.09,93,100,2.0,CF,1682118424
500,mogocha,53.7333,119.7667,-4.8,71,100,1.58,RU,1682118425
501,pasuquin,18.3328,120.6177,27.26,75,92,2.93,PH,1682118425
502,barcelos,41.5388,-8.6151,12.69,91,41,1.27,PT,1682118425
503,rockingham,42.9668,-71.0995,12.41,71,14,0.89,US,1682118426
504,knyaze-volkonskoye,48.4642,135.4567,5.19,66,70,3.33,RU,1682118426
505,laojunmiao,39.8333,97.7333,0.45,85,99,1.85,CN,1682118427
506,tarko-sale,64.9225,77.785,-0.26,94,100,4.01,RU,1682118427
507,dumai,1.6833,101.45,23.58,98,98,0.57,ID,1682118427
508,zaqatala,41.6336,46.6433,9.26,100,40,3.09,AZ,1682118428
509,canavieiras,-15.675,-38.9472,23.16,95,96,2.32,BR,1682118428
510,poronaysk,49.2167,143.1167,3.73,61,100,9.33,RU,1682118428
511,vadso,70.0744,29.7487,-2.51,74,75,1.03,NO,1682118429
512,tsiombe,-25.3,45.4833,20.68,89,18,1.82,MG,1682118429
513,nykobing mors,56.7933,8.8528,8.4,57,0,3.41,DK,1682118429
514,tual,-5.6667,132.75,28.4,78,88,5.62,ID,1682118430
515,trinity beach,-16.7888,145.6968,27.81,69,75,5.66,AU,1682118430
516,leava,-14.3,-178.1667,28.39,75,20,5.45,WF,1682118430
517,jinzhou,41.1078,121.1417,10.87,17,100,2.73,CN,1682118431
518,baruun-urt,46.6806,113.2792,-3.69,24,1,4.07,MN,1682118431
519,bloemfontein,-29.1211,26.214,9.76,36,49,2.17,ZA,1682118431
520,lucapa,-8.4192,20.7447,18.7,98,100,0.99,AO,1682118432
521,camocim,-2.9022,-40.8411,25.37,89,63,4.64,BR,1682118432
522,glace bay,46.1969,-59.957,4.88,86,20,5.81,CA,1682118432
523,essaouira,31.5125,-9.77,16.5,76,24,2.38,MA,1682118433
524,kulhudhuffushi,6.6221,73.07,28.54,70,4,1.61,MV,1682118433
525,phon charoen,18.0333,103.1667,25.6,58,1,1.54,TH,1682118433
526,port hueneme,34.1478,-119.1951,31.78,30,0,5.14,US,1682118168
527,cosne-cours-sur-loire,47.3333,3.1667,7.59,92,93,2.63,FR,1682118434
528,portland,45.5234,-122.6762,15.16,61,100,4.02,US,1682117903
529,heishan,41.6892,122.1128,9.94,12,76,2.82,CN,1682118434
530,luang prabang,19.8856,102.1347,22.73,75,81,0.51,LA,1682118434
531,shimanovsk,52.0,127.7,0.84,49,98,4.8,RU,1682118435
532,berdigestyakh,62.0989,126.6992,-4.5,93,94,2.31,RU,1682118435
533,lincheng,19.9078,109.6858,25.66,90,36,2.72,CN,1682118435
534,sens,48.1667,3.3333,7.42,85,73,2.42,FR,1682118168
535,macau,22.2006,113.5461,23.89,94,40,7.2,MO,1682118367
536,betio village,1.358,172.9211,31.02,76,65,3.68,KI,1682118436
537,shambu,9.5667,37.1,14.45,48,99,0.68,ET,1682118436
538,sovetsk,55.0839,21.8785,7.0,76,54,2.05,RU,1682118436
539,langres,47.8333,5.3333,6.22,92,100,3.6,FR,1682118437
540,freetown,8.484,-13.2299,26.95,81,100,4.17,SL,1682118438
541,mynamaki,60.7446,22.0243,3.39,89,17,1.9,FI,1682118438
542,strpce,42.2394,21.0272,7.69,84,33,0.82,XK,1682118440
543,iskushuban,10.2837,50.23,25.23,76,87,4.06,SO,1682118440
544,nikolayevsk-on-amure,53.1406,140.73,0.38,92,100,3.41,RU,1682118440
545,chitapur,17.1167,77.0833,30.11,37,69,2.27,IN,1682118441
546,higuera de zaragoza,25.95,-109.2833,29.96,36,12,6.56,MX,1682118441
547,villa gesell,-37.2639,-56.973,14.47,59,100,4.61,AR,1682118441
548,ar ruways,24.1103,52.7306,25.1,55,81,2.57,AE,1682118441
549,greenville,35.6127,-77.3663,27.02,34,0,6.17,US,1682118172
550,carnarvon,-24.8667,113.6333,21.89,39,0,4.5,AU,1682118442
551,zvishavane,-20.3267,30.0665,17.47,44,53,0.44,ZW,1682118442
552,karangampel,-6.4622,108.4519,26.22,81,84,2.99,ID,1682118443
553,gorontalo,0.5412,123.0595,25.1,91,75,0.91,ID,1682118443
554,masaurhi buzurg,25.35,85.0333,23.94,37,71,1.8,IN,1682118443
555,chernyshevskiy,63.0128,112.4714,-11.03,93,86,0.21,RU,1682118444
556,manado,1.487,124.8455,26.43,89,20,1.03,ID,1682118444
557,shingu,33.7333,135.9833,15.69,40,40,2.49,JP,1682118445
558,chivilcoy,-34.8957,-60.0167,15.37,52,100,0.5,AR,1682118445
559,yuksekova,37.5736,44.2872,7.86,49,20,2.57,TR,1682118445
560,kete krachi,7.7939,-0.0498,28.79,69,97,4.51,GH,1682118445
561,lib,8.3122,167.3766,27.73,81,62,7.0,MH,1682118446
562,sao tome,0.3365,6.7273,26.97,78,99,0.66,ST,1682118446
563,sisimiut,66.9395,-53.6735,-0.77,79,100,2.62,GL,1682118446
564,twon-brass,4.3151,6.2418,27.08,77,26,1.35,NG,1682118447
565,bazarnyy karabulak,52.2683,46.4144,8.42,71,100,7.3,RU,1682118447
566,chyhyryn,49.0838,32.6555,7.65,91,100,5.31,UA,1682118448
567,el haouaria,37.05,11.0144,14.67,84,0,3.84,TN,1682118448
568,chok chai,14.7284,102.1652,29.89,77,1,2.07,TH,1682118449
569,ambon,-3.6954,128.1814,25.08,94,20,1.54,ID,1682118449
570,vallo della lucania,40.2297,15.2658,11.42,76,9,1.93,IT,1682118449
571,quepos,9.4236,-84.1652,28.04,73,98,1.1,CR,1682118449
572,pacocha,-17.5833,-71.3333,20.2,87,26,0.99,PE,1682118450
573,kollo,13.3043,2.339,31.53,7,80,2.13,NE,1682118450
574,ola,59.5833,151.2833,5.08,71,53,10.38,RU,1682118450
575,bamboo flat,11.7,92.7167,28.42,69,27,3.34,IN,1682118451
576,mount isa,-20.7333,139.5,22.87,35,0,5.14,AU,1682118451
577,trairi,-3.2778,-39.2689,25.56,84,61,3.5,BR,1682118228
578,ghadamis,30.1337,9.5007,21.76,47,91,6.17,LY,1682118452
579,katabu,-4.9333,122.5167,25.0,92,67,2.1,ID,1682118452
580,yarmouth,41.7057,-70.2286,10.64,71,0,3.6,US,1682118452
581,plettenberg bay,-34.0527,23.3716,13.14,69,99,2.16,ZA,1682118453
582,ouadda,8.0777,22.4007,24.19,64,98,1.39,CF,1682118453
583,serrinha,-11.6642,-39.0075,23.82,71,100,5.21,BR,1682118453
584,jinchang,38.4953,102.1739,3.84,82,89,2.09,CN,1682118454
585,i-n-salah,27.1935,2.4607,27.8,15,7,5.85,DZ,1682118454
586,xishan,27.6667,113.5,17.32,96,100,2.39,CN,1682118455
587,shenjiamen,29.9576,122.298,13.57,74,24,4.91,CN,1682118455
588,tsetserleg,47.475,101.4542,-5.91,34,87,1.41,MN,1682118455
589,ciudad bolivar,8.1222,-63.5497,30.37,57,100,4.65,VE,1682118456
590,fisterra,42.9049,-9.2629,10.97,81,35,6.99,ES,1682118456
